feature,dataset,target,stance,source,t_pvalue,u_pvalue,cohens_d,cliffs_delta,cohen_strength,cliff_strength,distributions_normal,preferred_effect,preferred_strength,significant
anger,semeval,Donald Trump,AGAINST,target,0.463,0.7277,0.3049,-0.0833,medium,negligible,False,Cliff's delta,negligible,no
joy,semeval,Donald Trump,AGAINST,target,0.5614,0.1858,0.2625,-0.3021,small,small,False,Cliff's delta,small,no
fear,semeval,Donald Trump,AGAINST,target,0.5933,0.9445,-0.2172,0.0208,small,negligible,False,Cliff's delta,negligible,no
sadness,semeval,Donald Trump,AGAINST,target,0.1398,0.0993,-0.5189,-0.375,medium,medium,False,Cliff's delta,medium,no
disgust,semeval,Donald Trump,AGAINST,target,0.4835,0.8709,0.298,0.0417,small,negligible,False,Cliff's delta,negligible,no
surprise,semeval,Donald Trump,AGAINST,target,0.9817,0.1092,-0.0094,-0.3646,small,medium,False,Cliff's delta,medium,no
certainty_adverbs_count,semeval,Donald Trump,AGAINST,target,0.6037,0.6244,-0.1967,-0.0833,small,negligible,False,Cliff's delta,negligible,no
certainty_verbs_count,semeval,Donald Trump,AGAINST,target,0.056,0.0566,0.8046,0.3802,large,medium,False,Cliff's delta,medium,no
certainty_adjectives_count,semeval,Donald Trump,AGAINST,target,0.4645,0.5756,0.302,0.1042,medium,negligible,False,Cliff's delta,negligible,no
doubt_adverbs_count,semeval,Donald Trump,AGAINST,target,0.7076,0.9264,0.1535,0.0208,small,negligible,False,Cliff's delta,negligible,no
doubt_verbs_count,semeval,Donald Trump,AGAINST,target,0.3332,0.4273,-0.3291,-0.0625,medium,negligible,False,Cliff's delta,negligible,no
doubt_adjectives_count,semeval,Donald Trump,AGAINST,target,0.5677,0.8353,0.2475,0.026,small,negligible,False,Cliff's delta,negligible,no
hedges_score,semeval,Donald Trump,AGAINST,target,0.0438,0.0279,0.9238,0.3594,large,medium,False,Cliff's delta,medium,yes
hedge_C_count,semeval,Donald Trump,AGAINST,target,0.162,0.3502,0.5177,0.2135,medium,small,True,Cohen's d,medium,no
hedge_D_count,semeval,Donald Trump,AGAINST,target,0.0819,0.0418,0.8498,0.25,large,small,False,Cliff's delta,small,yes
hedge_E_count,semeval,Donald Trump,AGAINST,target,0.8433,0.876,0.078,0.0208,small,negligible,False,Cliff's delta,negligible,no
hedge_I_count,semeval,Donald Trump,AGAINST,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
hedge_N_count,semeval,Donald Trump,AGAINST,target,0.3409,0.3872,0.4198,0.1094,medium,negligible,False,Cliff's delta,negligible,no
C_ratio,semeval,Donald Trump,AGAINST,target,0.2177,0.2073,-0.5402,-0.2083,medium,small,False,Cliff's delta,small,no
D_ratio,semeval,Donald Trump,AGAINST,target,0.0858,0.0421,0.8376,0.25,large,small,False,Cliff's delta,small,yes
E_ratio,semeval,Donald Trump,AGAINST,target,0.9356,0.9172,0.0311,0.0156,small,negligible,False,Cliff's delta,negligible,no
I_ratio,semeval,Donald Trump,AGAINST,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
N_ratio,semeval,Donald Trump,AGAINST,target,0.4741,0.4116,0.2996,0.1042,small,negligible,False,Cliff's delta,negligible,no
word_count,semeval,Hillary Clinton,AGAINST,target,0.7055,0.4499,0.117,0.1425,small,negligible,False,Cliff's delta,negligible,no
sentence_count,semeval,Hillary Clinton,AGAINST,target,0.9936,0.9017,-0.0024,-0.0233,small,negligible,False,Cliff's delta,negligible,no
avg_word_length,semeval,Hillary Clinton,AGAINST,target,0.0042,0.0055,0.8923,0.5221,large,large,False,Cliff's delta,large,yes
std_word_length,semeval,Hillary Clinton,AGAINST,target,0.3205,0.1927,0.3669,0.2457,medium,small,False,Cliff's delta,small,no
type_token_ratio,semeval,Hillary Clinton,AGAINST,target,0.6606,0.6653,-0.1381,-0.0823,small,negligible,False,Cliff's delta,negligible,no
hapax_legomena,semeval,Hillary Clinton,AGAINST,target,0.9398,0.9061,-0.0244,-0.0233,small,negligible,True,Cohen's d,small,no
stopword_ratio,semeval,Hillary Clinton,AGAINST,target,0.1738,0.1116,-0.5573,-0.2998,medium,small,True,Cohen's d,medium,no
punctuation_density,semeval,Hillary Clinton,AGAINST,target,0.3312,0.2063,0.3721,0.2383,medium,small,True,Cohen's d,medium,no
noun_ratio,semeval,Hillary Clinton,AGAINST,target,0.0785,0.113,0.532,0.2985,medium,small,True,Cohen's d,medium,no
verb_ratio,semeval,Hillary Clinton,AGAINST,target,0.7442,0.6186,0.0837,0.0946,small,negligible,True,Cohen's d,small,no
adj_ratio,semeval,Hillary Clinton,AGAINST,target,0.3727,0.6322,0.26,0.0909,small,negligible,False,Cliff's delta,negligible,no
adv_ratio,semeval,Hillary Clinton,AGAINST,target,0.8881,0.5029,-0.0388,-0.1216,small,negligible,False,Cliff's delta,negligible,no
pronoun_ratio,semeval,Hillary Clinton,AGAINST,target,0.3865,0.4107,0.2441,0.1536,small,small,False,Cliff's delta,small,no
avg_dependency_depth,semeval,Hillary Clinton,AGAINST,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
function_word_ratio,semeval,Hillary Clinton,AGAINST,target,0.0815,0.0826,-0.5997,-0.3268,medium,small,True,Cohen's d,medium,no
punctuation_usage,semeval,Hillary Clinton,AGAINST,target,0.5927,0.6643,-0.2328,-0.0823,small,negligible,False,Cliff's delta,negligible,no
readability_score,semeval,Hillary Clinton,AGAINST,target,0.2813,0.4055,0.338,0.1572,medium,small,True,Cohen's d,medium,no
sentence_length_variation,semeval,Hillary Clinton,AGAINST,target,0.3852,0.3557,-0.3019,-0.1732,medium,small,False,Cliff's delta,small,no
subordinate_clause_ratio,semeval,Hillary Clinton,AGAINST,target,0.4303,0.3403,-0.2737,-0.1732,small,small,False,Cliff's delta,small,no
sentiment_polarity,semeval,Hillary Clinton,AGAINST,target,0.0079,0.0069,-0.7796,-0.4791,large,large,False,Cliff's delta,large,yes
sentiment_subjectivity,semeval,Hillary Clinton,AGAINST,target,0.8799,0.8051,0.0511,0.0467,small,negligible,False,Cliff's delta,negligible,no
anger,semeval,Hillary Clinton,AGAINST,target,0.6596,0.7188,0.1029,-0.0688,small,negligible,False,Cliff's delta,negligible,no
joy,semeval,Hillary Clinton,AGAINST,target,0.1481,0.0,-0.4059,-0.7936,medium,large,False,Cliff's delta,large,yes
fear,semeval,Hillary Clinton,AGAINST,target,0.0145,0.0011,0.9222,0.6118,large,large,False,Cliff's delta,large,yes
sadness,semeval,Hillary Clinton,AGAINST,target,0.3401,0.0109,-0.5334,-0.4791,medium,large,False,Cliff's delta,large,yes
disgust,semeval,Hillary Clinton,AGAINST,target,0.3458,0.1754,0.1218,-0.2555,small,small,False,Cliff's delta,small,no
surprise,semeval,Hillary Clinton,AGAINST,target,0.1395,0.0003,-1.38,-0.683,large,large,False,Cliff's delta,large,yes
certainty_adverbs_count,semeval,Hillary Clinton,AGAINST,target,0.6681,0.7695,0.1185,0.0319,small,negligible,False,Cliff's delta,negligible,no
certainty_verbs_count,semeval,Hillary Clinton,AGAINST,target,0.2194,0.1588,-0.6504,-0.1929,medium,small,False,Cliff's delta,small,no
certainty_adjectives_count,semeval,Hillary Clinton,AGAINST,target,0.0724,0.0198,-0.746,-0.3649,large,medium,False,Cliff's delta,medium,yes
doubt_adverbs_count,semeval,Hillary Clinton,AGAINST,target,0.8755,0.8798,0.0516,0.0209,small,negligible,False,Cliff's delta,negligible,no
doubt_verbs_count,semeval,Hillary Clinton,AGAINST,target,0.1587,0.6006,0.1765,0.027,small,negligible,False,Cliff's delta,negligible,no
doubt_adjectives_count,semeval,Hillary Clinton,AGAINST,target,0.3217,0.1855,-0.4334,-0.1511,medium,small,False,Cliff's delta,small,no
hedges_score,semeval,Hillary Clinton,AGAINST,target,0.5313,0.389,-0.2349,-0.1057,small,negligible,False,Cliff's delta,negligible,no
hedge_C_count,semeval,Hillary Clinton,AGAINST,target,0.6526,0.6834,-0.2085,-0.0774,small,negligible,True,Cohen's d,small,no
hedge_D_count,semeval,Hillary Clinton,AGAINST,target,0.5059,0.2962,-0.3444,-0.0639,medium,negligible,False,Cliff's delta,negligible,no
hedge_E_count,semeval,Hillary Clinton,AGAINST,target,0.1587,0.6006,0.1765,0.027,small,negligible,False,Cliff's delta,negligible,no
hedge_I_count,semeval,Hillary Clinton,AGAINST,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
hedge_N_count,semeval,Hillary Clinton,AGAINST,target,0.6828,0.9671,0.0962,-0.0049,small,negligible,False,Cliff's delta,negligible,no
C_ratio,semeval,Hillary Clinton,AGAINST,target,0.8084,0.7703,-0.0591,0.0344,small,negligible,False,Cliff's delta,negligible,no
D_ratio,semeval,Hillary Clinton,AGAINST,target,0.5014,0.2869,-0.3536,-0.0651,medium,negligible,False,Cliff's delta,negligible,no
E_ratio,semeval,Hillary Clinton,AGAINST,target,0.1598,0.6006,0.176,0.027,small,negligible,False,Cliff's delta,negligible,no
I_ratio,semeval,Hillary Clinton,AGAINST,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
N_ratio,semeval,Hillary Clinton,AGAINST,target,0.527,0.989,0.1312,-0.0025,small,negligible,False,Cliff's delta,negligible,no
word_count,semeval,Hillary Clinton,FAVOR,target,0.2786,0.3941,-0.4367,-0.2153,medium,small,True,Cohen's d,medium,no
sentence_count,semeval,Hillary Clinton,FAVOR,target,0.051,0.0763,-0.8033,-0.3958,large,medium,False,Cliff's delta,medium,no
avg_word_length,semeval,Hillary Clinton,FAVOR,target,0.9865,0.9323,0.0073,0.0278,small,negligible,True,Cohen's d,small,no
std_word_length,semeval,Hillary Clinton,FAVOR,target,0.5244,0.8874,-0.3029,-0.0417,medium,negligible,True,Cohen's d,medium,no
type_token_ratio,semeval,Hillary Clinton,FAVOR,target,0.7189,0.5709,0.1503,0.1458,small,negligible,True,Cohen's d,small,no
hapax_legomena,semeval,Hillary Clinton,FAVOR,target,0.7247,0.7126,0.1528,0.0972,small,negligible,True,Cohen's d,small,no
stopword_ratio,semeval,Hillary Clinton,FAVOR,target,0.6872,0.8208,0.1746,0.0625,small,negligible,True,Cohen's d,small,no
punctuation_density,semeval,Hillary Clinton,FAVOR,target,0.485,0.8207,-0.3649,-0.0625,medium,negligible,True,Cohen's d,medium,no
noun_ratio,semeval,Hillary Clinton,FAVOR,target,0.059,0.0616,0.8369,0.4653,large,medium,True,Cohen's d,large,no
verb_ratio,semeval,Hillary Clinton,FAVOR,target,0.5256,0.8208,-0.2839,-0.0625,small,negligible,True,Cohen's d,small,no
adj_ratio,semeval,Hillary Clinton,FAVOR,target,0.2993,0.1259,-0.4616,-0.3819,medium,medium,False,Cliff's delta,medium,no
adv_ratio,semeval,Hillary Clinton,FAVOR,target,0.9347,0.7833,-0.0323,-0.0694,small,negligible,False,Cliff's delta,negligible,no
pronoun_ratio,semeval,Hillary Clinton,FAVOR,target,0.1831,0.2925,-0.5861,-0.2639,medium,small,False,Cliff's delta,small,no
avg_dependency_depth,semeval,Hillary Clinton,FAVOR,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
function_word_ratio,semeval,Hillary Clinton,FAVOR,target,0.311,0.3355,0.4246,0.2431,medium,small,True,Cohen's d,medium,no
punctuation_usage,semeval,Hillary Clinton,FAVOR,target,0.289,0.3493,-0.509,-0.2361,medium,small,False,Cliff's delta,small,no
readability_score,semeval,Hillary Clinton,FAVOR,target,0.4654,0.5519,-0.3176,-0.1528,medium,small,True,Cohen's d,medium,no
sentence_length_variation,semeval,Hillary Clinton,FAVOR,target,0.7334,0.798,-0.142,-0.0694,small,negligible,False,Cliff's delta,negligible,no
subordinate_clause_ratio,semeval,Hillary Clinton,FAVOR,target,0.993,0.9764,-0.0035,-0.0139,small,negligible,False,Cliff's delta,negligible,no
sentiment_polarity,semeval,Hillary Clinton,FAVOR,target,0.0011,0.0011,1.6125,0.8056,large,large,True,Cohen's d,large,yes
sentiment_subjectivity,semeval,Hillary Clinton,FAVOR,target,0.8306,0.7113,0.0923,0.0972,small,negligible,True,Cohen's d,small,no
anger,semeval,Hillary Clinton,FAVOR,target,0.1599,0.0085,-0.8731,-0.6528,large,large,False,Cliff's delta,large,yes
joy,semeval,Hillary Clinton,FAVOR,target,0.0022,0.0072,1.1443,0.6667,large,large,False,Cliff's delta,large,yes
fear,semeval,Hillary Clinton,FAVOR,target,0.0685,0.1488,-0.7289,-0.3611,large,medium,False,Cliff's delta,medium,no
sadness,semeval,Hillary Clinton,FAVOR,target,0.2887,0.6304,-0.616,-0.125,medium,negligible,False,Cliff's delta,negligible,no
disgust,semeval,Hillary Clinton,FAVOR,target,0.349,0.3802,-0.5612,-0.2222,medium,small,False,Cliff's delta,small,no
surprise,semeval,Hillary Clinton,FAVOR,target,0.3299,0.3502,0.3368,0.2361,medium,small,False,Cliff's delta,small,no
certainty_adverbs_count,semeval,Hillary Clinton,FAVOR,target,0.927,0.7726,-0.0366,-0.0625,small,negligible,False,Cliff's delta,negligible,no
certainty_verbs_count,semeval,Hillary Clinton,FAVOR,target,0.12,0.2309,0.5745,0.2569,medium,small,False,Cliff's delta,small,no
certainty_adjectives_count,semeval,Hillary Clinton,FAVOR,target,0.1978,0.456,0.4584,0.1667,medium,small,False,Cliff's delta,small,no
doubt_adverbs_count,semeval,Hillary Clinton,FAVOR,target,0.195,0.0623,-0.7993,-0.2222,large,small,False,Cliff's delta,small,no
doubt_verbs_count,semeval,Hillary Clinton,FAVOR,target,0.3332,0.505,0.3096,0.0625,medium,negligible,False,Cliff's delta,negligible,no
doubt_adjectives_count,semeval,Hillary Clinton,FAVOR,target,0.169,0.062,-0.8545,-0.2222,large,small,False,Cliff's delta,small,no
hedges_score,semeval,Hillary Clinton,FAVOR,target,0.3401,0.2701,-0.4833,-0.1597,medium,small,False,Cliff's delta,small,no
hedge_C_count,semeval,Hillary Clinton,FAVOR,target,0.4842,0.5311,-0.2932,-0.1597,small,small,True,Cohen's d,small,no
hedge_D_count,semeval,Hillary Clinton,FAVOR,target,0.169,0.062,-0.8545,-0.2222,large,small,False,Cliff's delta,small,no
hedge_E_count,semeval,Hillary Clinton,FAVOR,target,0.3332,0.505,0.3096,0.0625,medium,negligible,False,Cliff's delta,negligible,no
hedge_I_count,semeval,Hillary Clinton,FAVOR,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
hedge_N_count,semeval,Hillary Clinton,FAVOR,target,0.3332,0.505,0.3096,0.0625,medium,negligible,False,Cliff's delta,negligible,no
C_ratio,semeval,Hillary Clinton,FAVOR,target,0.7681,0.6258,0.1224,0.0833,small,negligible,False,Cliff's delta,negligible,no
D_ratio,semeval,Hillary Clinton,FAVOR,target,0.1717,0.0623,-0.8485,-0.2222,large,small,False,Cliff's delta,small,no
E_ratio,semeval,Hillary Clinton,FAVOR,target,0.3332,0.505,0.3096,0.0625,medium,negligible,False,Cliff's delta,negligible,no
I_ratio,semeval,Hillary Clinton,FAVOR,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
N_ratio,semeval,Hillary Clinton,FAVOR,target,0.3332,0.505,0.3096,0.0625,medium,negligible,False,Cliff's delta,negligible,no
word_count,semeval,Hillary Clinton,NONE,target,0.2268,0.3232,-0.4074,-0.2443,medium,small,True,Cohen's d,medium,no
sentence_count,semeval,Hillary Clinton,NONE,target,0.3147,0.3867,0.4043,0.2045,medium,small,False,Cliff's delta,small,no
avg_word_length,semeval,Hillary Clinton,NONE,target,0.3143,0.2702,-0.452,-0.2727,medium,small,True,Cohen's d,medium,no
std_word_length,semeval,Hillary Clinton,NONE,target,0.7336,0.9086,-0.1904,-0.0341,small,negligible,False,Cliff's delta,negligible,no
type_token_ratio,semeval,Hillary Clinton,NONE,target,0.9492,1.0,0.0296,0.0057,small,negligible,True,Cohen's d,small,no
hapax_legomena,semeval,Hillary Clinton,NONE,target,0.6564,0.5722,-0.2017,-0.142,small,negligible,True,Cohen's d,small,no
stopword_ratio,semeval,Hillary Clinton,NONE,target,0.3483,0.3601,0.4452,0.2273,medium,small,True,Cohen's d,medium,no
punctuation_density,semeval,Hillary Clinton,NONE,target,0.6236,0.6726,-0.2481,-0.108,small,negligible,False,Cliff's delta,negligible,no
noun_ratio,semeval,Hillary Clinton,NONE,target,0.0779,0.0328,-0.6538,-0.5227,medium,large,False,Cliff's delta,large,yes
verb_ratio,semeval,Hillary Clinton,NONE,target,0.1073,0.1808,0.6133,0.3295,medium,small,True,Cohen's d,medium,no
adj_ratio,semeval,Hillary Clinton,NONE,target,0.1887,0.1256,0.6134,0.375,medium,medium,True,Cohen's d,medium,no
adv_ratio,semeval,Hillary Clinton,NONE,target,0.8125,0.5078,-0.0831,-0.1534,small,small,False,Cliff's delta,small,no
pronoun_ratio,semeval,Hillary Clinton,NONE,target,0.0249,0.0922,0.723,0.4034,large,medium,False,Cliff's delta,medium,yes
avg_dependency_depth,semeval,Hillary Clinton,NONE,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
function_word_ratio,semeval,Hillary Clinton,NONE,target,0.4593,0.2398,0.4117,0.2898,medium,small,True,Cohen's d,medium,no
punctuation_usage,semeval,Hillary Clinton,NONE,target,0.6563,0.655,-0.2064,-0.1136,small,negligible,False,Cliff's delta,negligible,no
readability_score,semeval,Hillary Clinton,NONE,target,0.2937,0.3851,-0.4369,-0.2159,medium,small,True,Cohen's d,medium,no
sentence_length_variation,semeval,Hillary Clinton,NONE,target,0.042,0.0682,0.7498,0.4432,large,medium,False,Cliff's delta,medium,yes
subordinate_clause_ratio,semeval,Hillary Clinton,NONE,target,0.0727,0.1006,0.6234,0.358,medium,medium,False,Cliff's delta,medium,no
sentiment_polarity,semeval,Hillary Clinton,NONE,target,0.0814,0.118,0.5316,0.375,medium,medium,True,Cohen's d,medium,no
sentiment_subjectivity,semeval,Hillary Clinton,NONE,target,0.0077,0.0216,0.9919,0.5568,large,large,False,Cliff's delta,large,yes
anger,semeval,Hillary Clinton,NONE,target,0.0023,0.0308,0.871,0.5227,large,large,False,Cliff's delta,large,yes
joy,semeval,Hillary Clinton,NONE,target,0.0383,0.4751,0.5499,0.1818,medium,small,False,Cliff's delta,small,yes
fear,semeval,Hillary Clinton,NONE,target,0.0,0.0001,-2.1808,-0.8636,large,large,False,Cliff's delta,large,yes
sadness,semeval,Hillary Clinton,NONE,target,0.0481,0.1176,0.5212,0.3864,medium,medium,False,Cliff's delta,medium,yes
disgust,semeval,Hillary Clinton,NONE,target,0.1516,0.0871,0.3941,0.4205,medium,medium,False,Cliff's delta,medium,no
surprise,semeval,Hillary Clinton,NONE,target,0.9047,0.9817,0.0357,0.0114,small,negligible,False,Cliff's delta,negligible,no
certainty_adverbs_count,semeval,Hillary Clinton,NONE,target,0.7119,0.7438,0.1476,0.0568,small,negligible,False,Cliff's delta,negligible,no
certainty_verbs_count,semeval,Hillary Clinton,NONE,target,0.5877,0.7029,0.2052,0.0795,small,negligible,False,Cliff's delta,negligible,no
certainty_adjectives_count,semeval,Hillary Clinton,NONE,target,0.0425,0.2172,0.5318,0.1818,medium,small,False,Cliff's delta,small,yes
doubt_adverbs_count,semeval,Hillary Clinton,NONE,target,0.0106,0.1119,0.6908,0.2727,medium,small,False,Cliff's delta,small,yes
doubt_verbs_count,semeval,Hillary Clinton,NONE,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
doubt_adjectives_count,semeval,Hillary Clinton,NONE,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
hedges_score,semeval,Hillary Clinton,NONE,target,0.3869,0.284,-0.4629,-0.1591,medium,small,False,Cliff's delta,small,no
hedge_C_count,semeval,Hillary Clinton,NONE,target,0.5777,0.6049,-0.2054,-0.1307,small,negligible,True,Cohen's d,small,no
hedge_D_count,semeval,Hillary Clinton,NONE,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
hedge_E_count,semeval,Hillary Clinton,NONE,target,0.8284,0.5153,-0.0833,-0.0739,small,negligible,False,Cliff's delta,negligible,no
hedge_I_count,semeval,Hillary Clinton,NONE,target,,1.0,0.0,0.0,small,negligible,True,Cohen's d,small,no
hedge_N_count,semeval,Hillary Clinton,NONE,target,0.5647,0.4807,-0.3112,-0.0795,medium,negligible,False,Cliff's delta,negligible,no
